Frequency
294
336
308
303
334
319
321
329
343
323
321
311
300
287
331
268
1
316
301
326
329
304
300
305
329
306
317
291
316
336
307
322
297
326
324
293
310
317
296
320
293
331
311
322
298
324
307
338
301
300
291
322
332
308
267
313
289
333
331
305
307
322
299
346
293
