Frequency
276
270
10
7
272
280
8
4
32
39
1
1
25
14
2
2
281
262
9
8
275
260
7
15
35
32
1
3
17
17
264
262
8
13
282
293
11
14
19
23
35
22
2
2
260
269
16
11
273
305
10
12
25
31
1
1
30
15
4
1
251
267
11
11
280
273
12
9
28
23
1
1
26
26
1
1
261
263
10
6
297
273
10
17
35
28
1
25
24
1
1
269
272
10
10
280
282
10
8
26
24
2
1
26
24
2
2
275
272
15
16
284
266
4
13
18
22
1
1
20
30
2
2
1
1
1
1
302
291
9
10
283
292
11
7
26
28
1
26
22
2
1
1
271
248
11
7
284
295
9
10
27
25
2
25
26
263
278
7
12
238
289
9
15
25
16
1
1
28
29
2
290
275
9
10
281
279
7
12
32
26
1
2
27
31
2
2
279
274
13
8
296
273
7
11
28
30
2
2
29
28
271
275
21
5
295
278
10
10
24
30
2
1
24
26
1
255
284
10
7
246
245
18
13
18
21
1
1
24
21
1
278
310
12
9
269
295
10
10
29
15
1
21
26
1
