Frequency
135
158
5
7
138
145
10
3
14
15
10
14
1
156
141
6
5
128
142
8
5
7
14
3
12
13
1
1
162
132
6
6
166
161
7
5
16
15
2
1
10
12
136
128
5
5
151
153
7
4
9
14
13
12
135
148
5
8
139
152
7
6
7
15
12
16
1
2
147
125
7
6
150
113
5
6
10
15
1
16
17
129
143
6
6
119
132
5
8
10
9
6
15
2
2
128
141
4
5
130
110
3
8
16
15
1
16
11
1
1
2
143
130
5
6
141
127
7
8
8
13
23
7
157
137
4
3
113
138
1
7
9
18
14
11
1
2
147
127
7
10
119
139
7
10
5
8
14
14
2
157
152
7
2
142
132
8
3
11
13
1
13
9
1
162
156
4
4
125
119
8
9
14
11
18
16
1
139
143
7
1
143
130
1
4
7
10
2
11
10
1
130
122
8
7
139
142
11
5
15
7
9
15
1
137
132
11
5
134
153
7
7
14
11
1
1
11
10
1
1
1
1
126
112
8
5
135
130
8
6
23
8
12
15
136
134
7
7
150
125
7
7
14
13
16
17
140
150
6
5
124
150
7
9
7
8
1
14
14
1
1
143
152
4
7
124
138
4
7
12
19
2
1
19
16
126
149
1
2
143
131
5
7
13
15
12
19
1
135
147
11
4
130
134
6
3
17
13
2
11
14
1
1
130
142
11
136
148
3
1
11
17
1
16
18
1
132
154
9
5
118
142
14
6
14
7
12
9
1
139
122
10
6
126
132
3
4
20
15
1
1
14
19
2
2
143
131
8
6
135
139
3
5
11
6
1
16
16
150
129
8
7
134
139
5
6
15
11
8
21
1
2
138
118
5
9
126
116
5
8
10
14
1
16
13
1
132
120
5
6
140
137
3
8
10
15
1
11
15
2
3
145
136
4
5
117
141
7
9
14
9
1
1
8
11
146
140
2
5
128
135
5
7
16
11
1
10
20
1
1
131
123
2
3
138
132
7
5
14
15
1
11
10
1
1
1
1
1
1
1
